!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 20,
  "n_head": 10,
  "n_kv_head": 10,
  "n_embd": 1280,
  "window_pattern": "L"
}
Checkpoint directory: .cache/checkpoint/base_checkpoints/d20
torch.compile disabled (enforce_eager=true)
Parameter counts:
wte                     : 41,943,040
value_embeds            : 419,430,400
lm_head                 : 41,943,040
transformer_matrices    : 393,219,200
scalars                 : 40
total                   : 896,535,720
Estimated FLOPs per token: 3.240119e+09
Auto-computed optimal batch size: 1,048,576 tokens
Scaling LRs by 1.4142 for batch size 1,048,576 (reference: 524,288)
Scaling weight decay from 0.200000 to 0.071563 for depth 20
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Calculated number of iterations from target data:param ratio: 8,300
Total number of training tokens: 8,703,180,800
Tokens : Scaling params ratio: 20.00
Total training FLOPs estimate: 2.819934e+19
device_batch_size: 8
max_seq_len: 2048
ddp_world_size: 16
tokens_per_fwdbwd: 16384
world_tokens_per_fwdbwd: 262,144
total_batch_size: 1048576
total_batch_size // world_tokens_per_fwdbwd: 4
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 262,144
Total batch size 1,048,576 => gradient accumulation steps: 4
Step 00000 | Validation bpb: 3.167333
/data/ldeng/code/nanochat-ascend/.venv/lib/python3.11/site-packages/torch/autograd/__init__.py:221: UserWarning: Cannot create tensor with interal format while allow_internel_format=False, tensor will be created with base format. (Triggered internally at build/CMakeFiles/torch_npu.dir/compiler_depend.ts:338.)
  torch.ones_like(out, memory_format=torch.preserve_format)
step 00000/08300 (0.00%) | loss: 10.398064 | lrm: 1.00 | dt: 6331.86ms | tok/sec: 165,603 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00001/08300 (0.01%) | loss: 10.057295 | lrm: 1.00 | dt: 3708.63ms | tok/sec: 282,739 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00002/08300 (0.02%) | loss: 9.418337 | lrm: 1.00 | dt: 3578.22ms | tok/sec: 293,043 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00003/08300 (0.04%) | loss: 8.820613 | lrm: 1.00 | dt: 3576.68ms | tok/sec: 293,170 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00004/08300 (0.05%) | loss: 8.368130 | lrm: 1.00 | dt: 3575.19ms | tok/sec: 293,292 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00005/08300 (0.06%) | loss: 8.026400 | lrm: 1.00 | dt: 3575.66ms | tok/sec: 293,254 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00006/08300 (0.07%) | loss: 7.761053 | lrm: 1.00 | dt: 3575.40ms | tok/sec: 293,274 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00007/08300 (0.08%) | loss: 7.510014 | lrm: 1.00 | dt: 3575.44ms | tok/sec: 293,271 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00008/08300 (0.10%) | loss: 7.282737 | lrm: 1.00 | dt: 3575.11ms | tok/sec: 293,298 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00009/08300 (0.11%) | loss: 7.090680 | lrm: 1.00 | dt: 3576.52ms | tok/sec: 293,183 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00010/08300 (0.12%) | loss: 6.957730 | lrm: 1.00 | dt: 3576.21ms | tok/sec: 293,208 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00011/08300 (0.13%) | loss: 6.836487 | lrm: 1.00 | dt: 3577.65ms | tok/sec: 293,090 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.06m | eta: 494.3m
step 00012/08300 (0.14%) | loss: 6.745444 | lrm: 1.00 | dt: 3575.48ms | tok/sec: 293,268 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.12m | eta: 494.0m
step 00013/08300 (0.16%) | loss: 6.641261 | lrm: 1.00 | dt: 3575.60ms | tok/sec: 293,258 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.18m | eta: 493.9m
step 00014/08300 (0.17%) | loss: 6.560943 | lrm: 1.00 | dt: 3576.34ms | tok/sec: 293,198 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.24m | eta: 493.9m
step 00015/08300 (0.18%) | loss: 6.481138 | lrm: 1.00 | dt: 3576.74ms | tok/sec: 293,164 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.30m | eta: 493.8m
step 00016/08300 (0.19%) | loss: 6.401423 | lrm: 1.00 | dt: 3574.91ms | tok/sec: 293,314 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.36m | eta: 493.7m
step 00017/08300 (0.20%) | loss: 6.344683 | lrm: 1.00 | dt: 3577.03ms | tok/sec: 293,141 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.42m | eta: 493.7m
step 00018/08300 (0.22%) | loss: 6.301444 | lrm: 1.00 | dt: 3576.44ms | tok/sec: 293,189 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.48m | eta: 493.6m
step 00019/08300 (0.23%) | loss: 6.253164 | lrm: 1.00 | dt: 3576.17ms | tok/sec: 293,212 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.54m | eta: 493.6m
step 00020/08300 (0.24%) | loss: 6.214171 | lrm: 1.00 | dt: 3575.39ms | tok/sec: 293,275 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.60m | eta: 493.5m
step 00021/08300 (0.25%) | loss: 6.171882 | lrm: 1.00 | dt: 3576.25ms | tok/sec: 293,205 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.66m | eta: 493.5m
step 00022/08300 (0.27%) | loss: 6.139702 | lrm: 1.00 | dt: 3576.31ms | tok/sec: 293,200 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.72m | eta: 493.4m
step 00023/08300 (0.28%) | loss: 6.103848 | lrm: 1.00 | dt: 3575.25ms | tok/sec: 293,287 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.77m | eta: 493.3m
step 00024/08300 (0.29%) | loss: 6.085820 | lrm: 1.00 | dt: 3575.80ms | tok/sec: 293,242 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.83m | eta: 493.3m
step 00025/08300 (0.30%) | loss: 6.047692 | lrm: 1.00 | dt: 3577.51ms | tok/sec: 293,102 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.89m | eta: 493.2m
step 00026/08300 (0.31%) | loss: 6.008763 | lrm: 1.00 | dt: 3577.21ms | tok/sec: 293,126 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.95m | eta: 493.2m
step 00027/08300 (0.33%) | loss: 5.975100 | lrm: 1.00 | dt: 3577.18ms | tok/sec: 293,129 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.01m | eta: 493.1m
step 00028/08300 (0.34%) | loss: 5.951026 | lrm: 1.00 | dt: 3575.33ms | tok/sec: 293,280 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.07m | eta: 493.0m
step 00029/08300 (0.35%) | loss: 5.936953 | lrm: 1.00 | dt: 3574.21ms | tok/sec: 293,373 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.13m | eta: 493.0m
step 00030/08300 (0.36%) | loss: 5.913829 | lrm: 1.00 | dt: 3575.97ms | tok/sec: 293,228 | bf16_mfu: 0.00 | epoch: 1 | total time: 1.19m | eta: 492.9m
